,Timestamp,Age,Gender,City,Position,YOE,Level,Salary,SOYA,Language
2461,25/11/2020 22:05:13,41.0,Male,Berlin,Software Engineer,18,Senior,120000.0,92000.0,English
2462,25/11/2020 22:11:45,38.0,Male,Stuttgart ,Backend Developer,4,Middle,43000.0,43000.0,English
2465,25/11/2020 23:01:28,35.0,Male,Berlin,QA Engineer,12,Senior,63000.0,56000.0,English
2466,25/11/2020 23:03:43,41.0,Male,Munich,Software Engineer,19,Senior,75000.0,73000.0,English
2467,25/11/2020 23:04:36,29.0,Male,Barcelona,Data Scientist,0,Junior,22000.0,11000.0,English
2468,25/11/2020 23:08:40,26.0,Female,Dusseldorf,BI Consultant SAP/ Data Engineer,5,Middle,65000.0,46000.0,German
2472,25/11/2020 23:42:47,35.0,Female,Munich,Backend Developer,4,Middle,51000.0,47000.0,German
2477,26/11/2020 00:16:00,32.0,Male,Berlin,Frontend Developer,13,Senior,70000.0,65000.0,English
2478,26/11/2020 04:00:49,33.0,Male,Dusseldorf,Data Scientist,2,Lead,70000.0,60000.0,English
2480,26/11/2020 04:18:01,26.0,Male,Berlin,Data Engineer,4,Middle,51000.0,46000.0,English
2482,26/11/2020 05:53:19,22.0,Diverse,Cologne,QA Engineer,1,Head,159000.0,98000.0,German
2483,26/11/2020 06:01:22,43.0,Male,Berlin,Engineering Manager,20,Lead,105000.0,105000.0,English
2485,26/11/2020 07:14:19,35.0,Female,Frankfurt,Software Engineer,1,Junior,50000.0,50000.0,German
2486,26/11/2020 08:04:52,28.0,Male,Munich,Frontend Developer,5,Middle,72000.0,62000.0,German
2489,26/11/2020 08:39:28,36.0,Male,Berlin,Backend Developer,4,Middle,55000.0,55000.0,English
2490,26/11/2020 08:40:22,38.0,Male,Berlin,Backend Developer,5,Middle,66000.0,60000.0,English
2493,26/11/2020 08:42:09,30.0,Male,Berlin,Frontend Developer,6,Senior,79000.0,77000.0,English
2494,26/11/2020 08:46:32,42.0,Female,Berlin,QA Engineer,10,Middle,42000.0,32000.0,English
2495,26/11/2020 09:02:41,30.0,Male,Berlin,Backend Developer,8,Middle,74000.0,72000.0,English
2496,26/11/2020 09:09:03,28.0,Male,Berlin,Backend Developer,8,Lead,67000.0,62000.0,English
2497,26/11/2020 09:13:05,32.0,Female,Berlin,DevOps,9,Middle,74000.0,65000.0,English
2500,26/11/2020 09:38:35,35.0,Male,Berlin,Software Engineer,13,Lead,103000.0,92000.0,English
2501,26/11/2020 09:40:54,33.0,Male,Berlin,Frontend Developer,10,Senior,74000.0,66000.0,English
2503,26/11/2020 09:50:38,25.0,Male,Berlin,Backend Developer,6,Senior,86000.0,80000.0,English
2504,26/11/2020 09:51:53,42.0,Female,Berlin,QA Engineer,5,Middle,46000.0,46000.0,English
2506,26/11/2020 10:11:01,40.0,Male,Berlin,Backend Developer,14,Lead,135000.0,65000.0,English
2508,26/11/2020 10:31:07,39.0,Male,Cologne,Teamlead,12,Head,75000.0,75000.0,German
2509,26/11/2020 10:31:59,24.0,Male,Berlin,Software Engineer,2,Junior,50000.0,35000.0,German
2510,26/11/2020 10:40:41,24.0,Female,Prague,Software Engineer,3,Middle,29000.0,23000.0,English
2511,26/11/2020 10:53:48,39.0,Male,Berlin,Engineering Manager,15,Lead,78000.0,78000.0,German
2512,26/11/2020 10:59:10,33.0,Male,Amsterdam,Backend Developer,8,Senior,75000.0,56000.0,English
2515,26/11/2020 11:33:16,29.0,Female,Berlin,Software Engineer,5,Middle,55000.0,47000.0,English
2516,26/11/2020 11:45:08,32.0,Male,Prague,Software Engineer,8,Senior,36000.0,26000.0,Czech
2517,26/11/2020 11:46:05,34.0,Male,Hannover,Hardware Engineer,12,Senior,56000.0,56000.0,English
2518,26/11/2020 11:49:59,30.0,Male,Berlin,Backend Developer,9,Head,85000.0,80000.0,English
2519,26/11/2020 11:50:35,31.0,Male,Berlin,ML Engineer,7,Middle,80000.0,65000.0,English
2520,26/11/2020 12:20:03,33.0,Male,Berlin,Mobile Developer,8,Senior,75000.0,75000.0,English
2521,26/11/2020 12:21:47,31.0,Female,Berlin,Software Engineer,1,Junior,57000.0,54000.0,English
2522,26/11/2020 12:47:20,36.0,Male,Frankfurt,Software Engineer,16,Middle,65000.0,65000.0,German
2526,26/11/2020 14:48:23,39.0,Male,Berlin,Software Engineer,19,Senior,87000.0,82000.0,English
2530,26/11/2020 15:31:02,34.0,Male,Berlin,Data Scientist,6,Senior,80000.0,76000.0,English
2531,26/11/2020 15:37:45,26.0,Male,Berlin,Data Scientist,4,Middle,60000.0,60000.0,English
2533,26/11/2020 17:08:47,42.0,Male,Berlin,Frontend Developer,18,Senior,850000.0,75000.0,English
2534,26/11/2020 17:24:39,31.0,Male,Berlin,Software Engineer,12,Senior,60000.0,55000.0,English
2536,26/11/2020 17:27:56,33.0,Male,Berlin,Software Engineer,10,Senior,80000.0,70000.0,English
2537,26/11/2020 17:45:29,28.0,Male,Berlin,Data Engineer,6,Middle,83000.0,75000.0,English
2538,26/11/2020 18:08:57,33.0,Male,Prague,Designer (UI/UX),7,Senior,42000.0,39000.0,English
2539,26/11/2020 18:57:33,35.0,Male,Düsseldorf,Data Scientist,3,Middle,68000.0,60000.0,English
2540,26/11/2020 19:22:38,35.0,Male,Berlin,Consultant,16,Senior,100000.0,100000.0,English
2543,26/11/2020 20:19:33,38.0,Male,Berlin,Software Engineer,15,Senior,75000.0,73000.0,English
2546,26/11/2020 20:57:32,30.0,Male,Berlin,DevOps,7,Senior,70000.0,70000.0,English
2547,26/11/2020 21:13:25,28.0,Male,Berlin,Fullstack Developer,6,Senior,75000.0,60000.0,English
2548,26/11/2020 21:13:28,32.0,Male,Berlin,Senior Data Engineer,9,Senior,90000.0,85000.0,English
2550,26/11/2020 21:22:59,31.0,Male,Minsk,Frontend Developer,6,Senior,110000.0,90000.0,English
2551,26/11/2020 21:29:02,33.0,Male,Berlin,Software Engineer,10,Senior,110000.0,110000.0,English
2552,26/11/2020 21:30:58,30.0,Male,Berlin,QA Engineer,8,Senior,68000.0,66000.0,English
2553,26/11/2020 21:35:14,39.0,Female,Munich,DevOps,11,Lead,93000.0,93000.0,German
2555,26/11/2020 21:49:57,37.0,Male,Munich,Software Engineer,15,Senior,80000.0,65000.0,German
2556,26/11/2020 21:50:13,42.0,Male,Berlin,Software Engineer,20,Senior,65000.0,63000.0,English
2557,26/11/2020 22:09:35,28.0,Male,Munich,IT Manager,6,Middle,65000.0,58000.0,English
2558,26/11/2020 22:35:44,31.0,Male,Nuremberg,QA Engineer,9,Middle,60000.0,57000.0,English
2560,26/11/2020 22:44:06,34.0,Female,Berlin,QA Engineer,1 (as QA Engineer) / 11 in total,Senior,60000.0,36000.0,German
2561,26/11/2020 23:22:43,38.0,Male,Berlin,Head of IT ,15,Head,80000.0,75000.0,English
2562,26/11/2020 23:26:02,35.0,Male,Berlin,Engineering Manager,20,Lead,85000.0,75000.0,English
2564,26/11/2020 23:40:18,37.0,Male,Berlin,Software Engineer,11,Senior,73000.0,67000.0,English
2565,26/11/2020 23:45:20,37.0,Male,Berlin,Backend Developer,12,Lead,90000.0,84000.0,English
2566,27/11/2020 00:02:27,34.0,Male,Berlin,Mobile Developer,9,Senior,80000.0,67000.0,English
2569,27/11/2020 00:35:10,35.0,Female,Berlin,Product Manager,13,Senior,85000.0,64000.0,English
2570,27/11/2020 06:57:33,37.0,Male,Berlin,QA Engineer,8,Middle,54000.0,54000.0,German
2571,27/11/2020 08:08:17,33.0,Female,Berlin,Data Scientist,8,Senior,77000.0,70000.0,English
2572,27/11/2020 09:50:36,26.0,Female,Moscow,Frontend Developer,6,Senior,33000.0,27000.0,Russian
2573,27/11/2020 10:25:49,46.0,Male,Stuttgart,Software Engineer,13,Middle,70000.0,68000.0,English
2574,27/11/2020 10:43:49,30.0,Male,Berlin,DevOps,11,Senior,80000.0,75000.0,English
2575,27/11/2020 11:04:39,34.0,Male,Berlin,Lead Software Developer,13,Lead,65000.0,65000.0,English
2576,27/11/2020 11:09:58,35.0,Male,Berlin,Software Engineer,15,Senior,85000.0,85000.0,English
2578,27/11/2020 11:46:07,31.0,Male,Berlin,Software Engineer,7,Lead,80000.0,85000.0,English
2579,27/11/2020 11:53:47,24.0,Male,Berlin,Software Engineer,2,Junior,60000.0,60000.0,German
2580,27/11/2020 12:01:25,28.0,Male,Berlin,Data Engineer,7,Senior,90000.0,75000.0,English
2583,27/11/2020 12:16:02,30.0,Male,Hannover,Software Engineer,5,Middle,45000.0,45000.0,English
2586,27/11/2020 12:30:01,37.0,Male,Walldorf,ML Engineer,15,Lead,80000.0,75000.0,English
2588,27/11/2020 12:42:00,39.0,Male,Munich,Software Engineer,8,Senior,130000.0,125000.0,English
2589,27/11/2020 12:44:12,26.0,Female,Berlin,Tech recruiting,"2,5",Middle,40000.0,33000.0,English
2590,27/11/2020 12:53:07,30.0,Male,Hamburg,Data Scientist,5,Head,80000.0,70000.0,English
2591,27/11/2020 12:56:27,44.0,Male,Frankfurt,Software Engineer,10,Senior,75000.0,73000.0,Russian
2592,27/11/2020 13:02:41,26.0,Male,Munich,ML Engineer,5,Senior,180000.0,190000.0,German
2594,27/11/2020 13:12:14,26.0,Male,Eindhoven,ML Engineer,3,Middle,48000.0,42000.0,English
2597,27/11/2020 13:31:20,38.0,Female,Regensburg,ML Engineer,3,Middle,65000.0,60000.0,German
2598,27/11/2020 13:38:23,40.0,Male,Berlin,Product Manager,13,Head,90000.0,75000.0,English
2599,27/11/2020 13:41:01,28.0,Male,Frankfurt,Mobile Developer,5,Senior,50000.0,50000.0,English
2601,27/11/2020 14:08:28,30.0,Female,Berlin,ML Engineer,5,Middle,51000.0,46000.0,English
2602,27/11/2020 14:14:20,28.0,Male,"Warsaw, Poland",Software Engineer,6,Middle,52800.0,47500.0,English
2606,27/11/2020 14:52:02,29.0,Male,Munich,Data Scientist,4,Middle,61500.0,53000.0,English
2607,27/11/2020 14:54:00,29.0,Male,Munich,Software Engineer,4,Middle,78000.0,78000.0,English
2608,27/11/2020 14:55:13,29.0,Female,Cologne,ML Engineer,1,Middle,500000000.0,500000000.0,English
2609,27/11/2020 15:26:10,27.0,Female,Berlin,Backend Developer,1,Junior,42000.0,42000.0,German
2610,27/11/2020 15:28:36,36.0,Male,Berlin,CTO,"15, thereof 8 as CTO",C-Level,150000.0,120000.0,German
2611,27/11/2020 15:31:37,37.0,Male,Munich,Software Engineer,14,Head,84000.0,84000.0,English
2613,27/11/2020 15:57:34,35.0,Male,Berlin,Data Analyst,5,Middle,49000.0,48000.0,English
2616,27/11/2020 17:18:20,36.0,Male,Berlin,Backend Developer,5,Senior,70000.0,60000.0,English
2617,27/11/2020 17:21:50,33.0,Male,Munich,Backend Developer,10,Senior,70000.0,70000.0,English
2620,27/11/2020 17:47:59,30.0,Male,Berlin,Software Engineer,10,Lead,115000.0,100000.0,English
2623,27/11/2020 19:08:08,35.0,Female,Berlin,Frontend Developer,2,Junior,40000.0,38000.0,English
2624,27/11/2020 19:13:30,36.0,Male,Frankfurt,Software Engineer,14,Senior,81500.0,78500.0,English
2625,27/11/2020 19:45:57,34.0,Male,Berlin,BI Developer / Data Engineer,10,Senior,75000.0,65000.0,English
2626,27/11/2020 19:50:24,34.0,Male,Berlin,DevOps,12,Lead,94000.0,92000.0,English
2627,27/11/2020 20:17:35,31.0,Male,Munich,ML Engineer,4,Senior,100000.0,86000.0,English
2631,27/11/2020 21:29:14,33.0,Male,Frankfurt,Software Engineer,8,Senior,67000.0,63500.0,English
2635,27/11/2020 22:14:52,31.0,Male,Berlin,Backend Developer,5,Senior,77000.0,60000.0,English
2640,28/11/2020 08:39:21,33.0,Male,Heilbronn,Senior Scrum Master (RTE),7,Lead,90000.0,104000.0,German
2641,28/11/2020 10:53:43,36.0,Male,Frankfurt,QA Engineer,9,Senior,64000.0,60000.0,English
2642,28/11/2020 12:31:36,31.0,Male,Berlin,Backend Developer,9,Senior,67473.0,63000.0,English
2644,28/11/2020 13:49:27,30.0,Male,Berlin,Head of BI,7,Head,100000.0,100000.0,English
2645,28/11/2020 14:13:25,32.0,Female,Berlin,QA Engineer,10,Lead,65000.0,55000.0,German
2646,28/11/2020 17:56:48,34.0,Male,Berlin,Software Engineer,16,Lead,91000.0,91000.0,English
2647,28/11/2020 19:20:34,35.0,Male,Berlin,Data Scientist,15,Middle,60000.0,60000.0,English
2648,28/11/2020 19:42:06,33.0,Male,Munich,SRE,10,Senior,79000.0,75000.0,English
2649,28/11/2020 20:21:28,39.0,Male,Düsseldorf ,Technical project manager,12,Senior,65000.0,58000.0,German
2650,28/11/2020 20:23:28,39.0,Female,Stuttgart ,Project manager ,13,Senior,108000.0,102000.0,German
2651,28/11/2020 21:02:40,25.0,Female,Berlin,support engineer,2,Middle,45000.0,12000.0,English
2652,28/11/2020 22:07:47,34.0,Male,Munich,Frontend Developer,4,Middle,66000.0,66000.0,English
2655,29/11/2020 03:48:11,38.0,Male,Berlin,Backend Developer,8,Senior,64000.0,64000.0,German
2656,29/11/2020 09:34:53,34.0,Male,Munich,Backend Developer,13,Lead,105000.0,70000.0,English
2657,29/11/2020 10:06:00,36.0,Male,Dortmund,Software Engineer,8,Senior,83000.0,81000.0,English
2658,29/11/2020 10:27:35,30.0,Female,Munich,Software Engineer,8,Senior,52000.0,52000.0,German
2660,29/11/2020 13:17:18,27.0,Male,Berlin,Data Engineer,6,Middle,74000.0,70000.0,English
2664,29/11/2020 17:12:02,30.0,Female,Cologne,Data Scientist,8,Senior,85000.0,83200.0,both
2666,29/11/2020 18:41:38,38.0,Male,Berlin,Software Engineer,12,Senior,92000.0,85000.0,English
2669,29/11/2020 20:04:23,34.0,Male,City in Russia,Software Architect,14,Lead,100000.0,80000.0,English
2670,29/11/2020 20:24:21,29.0,Male,Berlin,Frontend Developer,8,Senior,77250.0,65000.0,English
2672,29/11/2020 21:34:45,36.0,Male,Berlin,Software Engineer,5,Middle,60000.0,60000.0,English
2673,30/11/2020 09:07:15,43.0,Male,Berlin,Software Engineer,20,Middle,70000.0,70000.0,English
2676,30/11/2020 10:49:42,36.0,Male,Nuremberg,Software Engineer,20,Lead,74000.0,74000.0,German
2677,30/11/2020 10:49:54,38.0,Female,Düsseldorf,Data Scientist,14,Middle,70000.0,70000.0,German
2679,30/11/2020 10:52:55,26.0,Male,Berlin,Backend Developer,2,Junior,25000.0,25000.0,German
2680,30/11/2020 10:58:04,26.0,Male,Amsterdam,Data Scientist,2,Junior,48000.0,43000.0,English
2681,30/11/2020 11:03:07,34.0,Male,Stuttgart ,Software Engineer,6,Head,90000.0,70000.0,German
2683,30/11/2020 11:08:23,30.0,Male,Frankfurt,Big Data Engineer,3,Middle,65000.0,47000.0,English
2684,30/11/2020 11:13:05,35.0,Male,Berlin,Designer (UI/UX),10,Senior,50400.0,50400.0,German
2686,30/11/2020 11:23:45,26.0,Male,Berlin,Software Engineer,5,Middle,69000.0,60000.0,English
2687,30/11/2020 11:24:53,30.0,Female,Stockholm,QA Engineer,7,Senior,48000.0,45600.0,English
2688,30/11/2020 11:32:03,33.0,Female,Brunswick,Software Engineer,6,Middle,58000.0,53000.0,German
2689,30/11/2020 11:34:22,26.0,Male,Berlin,Backend Developer,6,Senior,70000.0,64000.0,English
2692,30/11/2020 11:45:40,23.0,Male,Dublin,Data Analyst,3,Senior,49200.0,44500.0,English
2694,30/11/2020 11:56:44,41.0,Male,Rome,CTO,22,Head,50000.0,45000.0,Italian
2695,30/11/2020 12:06:18,28.0,Male,Berlin,ML Engineer,1,Junior,43000.0,42000.0,English
2696,30/11/2020 12:07:23,35.0,Male,Berlin,Data Scientist,12,Senior,77000.0,65000.0,English
2698,30/11/2020 12:10:34,26.0,Male,Lisbon,Software Engineer,4,Middle,21000.0,19000.0,English
2699,30/11/2020 12:11:34,30.0,Male,Barcelona,Data Scientist,5,Senior,40000.0,40000.0,Spanish
2700,30/11/2020 12:11:41,24.0,Male,Sofia,ML Engineer,5,Senior,64000.0,40000.0,English
2701,30/11/2020 12:11:50,35.0,Male,Frankfurt,Manager ,6,Head,90000.0,88000.0,English
2702,30/11/2020 12:13:37,27.0,Male,Rome,Data Scientist,2,Junior,25300.0,25300.0,Italian
2703,30/11/2020 12:15:48,31.0,Male,Munich,Professor,10,Lead,80000.0,78000.0,German
2704,30/11/2020 12:17:06,27.0,Female,Munich,Backend Developer,6,Senior,85600.0,75000.0,English
2705,30/11/2020 12:24:32,29.0,Male,Bonn,Data Scientist,2,Middle,55200.0,50000.0,English
2706,30/11/2020 12:32:14,29.0,Male,Berlin,AI Management,6,Head,92000.0,75000.0,German
2707,30/11/2020 12:45:00,34.0,Male,Berlin,Backend Developer,14,Lead,96000.0,85000.0,English
2709,30/11/2020 12:55:38,35.0,Male,Luttich,Data Scientist,12,Lead,85000.0,80000.0,English
2710,30/11/2020 12:56:08,54.0,Male,Milano,Sales ,31,Head,110000.0,110000.0,English
2711,30/11/2020 13:10:41,31.0,Male,Berlin,Software Engineer,6,Senior,90000.0,80000.0,English
2713,30/11/2020 13:17:39,36.0,Male,Zurich,Backend Developer,15,Senior,172000.0,169000.0,English
2715,30/11/2020 13:33:21,28.0,Male,Frankfurt,XR Developer,8,Lead,25000.0,25000.0,English
2717,30/11/2020 13:52:05,36.0,Male,Hamburg,Data Scientist,2,Middle,63000.0,55000.0,English
2718,30/11/2020 13:55:09,26.0,Male,Berlin,DevOps,5,Middle,72000.0,60000.0,English
2719,30/11/2020 14:06:35,36.0,Male,Munich,DevOps,14,Middle,65000.0,58040.0,German
2720,30/11/2020 14:30:05,33.0,Male,Berlin,Backend Developer,13,Senior,83000.0,73000.0,English
2721,30/11/2020 14:36:32,35.0,Male,Berlin,Data Engineer,6,Senior,200000.0,200000.0,English
2723,30/11/2020 14:47:24,36.0,Male,Berlin,Frontend Developer,6,Middle,58000.0,55000.0,English
2724,30/11/2020 15:10:35,35.0,Male,Berlin,Software Engineer,2,Middle,50000.0,42000.0,English
2725,30/11/2020 15:27:53,29.0,Male,Berlin,Backend Developer,9,Senior,75000.0,75000.0,English
2726,30/11/2020 15:45:24,29.0,Male,Berlin,DevOps,11,Lead,140000.0,140000.0,English
2727,30/11/2020 15:48:04,32.0,Male,Hamburg,Backend Developer,14,Lead,80000.0,70000.0,English
2730,30/11/2020 16:24:25,30.0,Male,Berlin,Software Engineer,7,Senior,49000.0,39000.0,English
2731,30/11/2020 16:32:24,30.0,Male,Munich,Data Scientist,2,Middle,50000.0,45000.0,English
2732,30/11/2020 16:42:50,30.0,Male,Berlin,ML Engineer,6,Middle,59000.0,54000.0,English
2733,30/11/2020 16:54:46,30.0,Male,Frankfurt,Data Scientist,5,Middle,52500.0,52500.0,English
2735,30/11/2020 17:05:15,31.0,Male,Berlin,Data Analyst,7,Senior,83000.0,75000.0,English
2738,30/11/2020 18:39:45,28.0,Male,warsaw,Data Scientist,3,Middle,50000.0,30000.0,English
2739,30/11/2020 18:41:07,29.0,Male,Berlin,Data Scientist,5,Senior,75000.0,75000.0,English
2740,30/11/2020 19:12:11,34.0,Male,Munich,Frontend Developer,5,Senior,54000.0,54000.0,English
2742,30/11/2020 19:28:15,34.0,Male,Berlin,ML Engineer,3,Senior,70000.0,55000.0,English
2744,30/11/2020 20:14:04,40.0,Male,Mannheim,Software Engineer,9,Middle,88000.0,87000.0,English
2745,30/11/2020 20:39:33,29.0,Male,Berlin,Product Manager,5,Middle,57750.0,55000.0,English
2746,30/11/2020 20:56:33,27.0,Male,Cologne,Software Engineer,1,Junior,45000.0,45000.0,German
2749,30/11/2020 21:45:21,38.0,Male,Munich,Product Manager,12,Senior,74000.0,71000.0,English
2750,30/11/2020 21:48:26,32.0,Male,Berlin,Data Engineer,7,Senior,82000.0,75000.0,English
2751,30/11/2020 21:57:56,37.0,Male,Berlin,Data Scientist,10,Senior,82000.0,79000.0,English
2752,30/11/2020 21:58:51,29.0,Male,Karlsruhe,DevOps,6,Senior,64800.0,58800.0,English
2754,30/11/2020 22:18:02,40.0,Male,Hildesheim,Software Engineer,16,Senior,72000.0,70000.0,English
2755,30/11/2020 22:42:01,39.0,Male,Berlin,Software Engineer,12,Lead,82000.0,80000.0,English
2756,30/11/2020 22:42:57,32.0,Male,Vienna,DataOps Team Lead,10,Lead,80000.0,80000.0,German
2758,30/11/2020 23:38:05,30.0,Male,Berlin,Software Engineer,9,Middle,77000.0,74000.0,English
2759,01/12/2020 00:06:49,32.0,Female,Munich,Data Scientist,5,Senior,80000.0,75000.0,German
2765,01/12/2020 00:38:14,25.0,Male,Hamburg,Backend Developer,5,Middle,53500.0,50000.0,English
2766,01/12/2020 01:32:35,30.0,Male,Berlin,Software Engineer,9,Lead,90000.0,81000.0,English
2768,01/12/2020 08:00:20,32.0,Male,Munich,Product Manager,4,Senior,65000.0,62000.0,English
2770,01/12/2020 08:39:16,39.0,Male,Siegen,Software Engineer,16,Senior,62400.0,60000.0,Russian
2773,01/12/2020 08:52:15,38.0,Male,Munich,Software Engineer,16,Senior,90000.0,90000.0,English
2774,01/12/2020 09:44:56,22.0,Male,Zürich,Product Management Praktikant,2,Intern,35000.0,30000.0,German
2775,01/12/2020 09:47:47,32.0,Male,Innsbruck,Data Scientist,3,Senior,62000.0,62000.0,English
2776,01/12/2020 09:50:38,30.0,Female,Munich,Frontend Developer,9,Senior,60000.0,51000.0,English
2777,01/12/2020 09:59:53,34.0,Male,Berlin,Backend Developer,10,Middle,65600.0,67000.0,English
2778,01/12/2020 10:04:53,36.0,Male,Stockholm,Mobile Developer,14,Senior,80000.0,75000.0,English
2780,01/12/2020 10:48:26,28.0,Female,Berlin,Data Analyst,3,Middle,53000.0,43000.0,English
2782,01/12/2020 12:29:04,28.0,Male,Berlin,Data Scientist,6,Lead,78000.0,78000.0,English
2784,01/12/2020 13:56:36,35.0,Male,Berlin,Software Engineer,20,Senior,100000.0,90000.0,English
2786,01/12/2020 14:21:01,23.0,Female,Berlin,Data analyst ,1,Junior,36000.0,36000.0,English
2787,01/12/2020 14:33:35,28.0,Male,Munich,Software Engineer,3,Junior,65000.0,65000.0,English
2788,01/12/2020 14:58:24,36.0,Male,Berlin,Software Engineer,10,Principal,100000.0,85000.0,English
2790,01/12/2020 16:16:38,30.0,Male,Heidelberg,Software Engineer,9,Senior,60000.0,55000.0,English
2791,01/12/2020 16:16:56,30.0,Male,Heidelberg,Software Engineer,9,Senior,60000.0,55000.0,English
2792,01/12/2020 16:36:05,28.0,Male,Zurich,Software Engineer,6,Middle,100000.0,140000.0,German
2793,01/12/2020 17:50:06,29.0,Male,Berlin,Frontend Developer,5,Middle,66000.0,60000.0,English
2795,01/12/2020 18:58:24,26.0,Female,Prague,Software Engineer,4,Middle,64000.0,55000.0,"Russian, English"
2796,01/12/2020 19:09:43,26.0,Male,Berlin,Product Analyst,4,Middle,55000.0,45000.0,English
2797,01/12/2020 19:26:55,31.0,Male,Munich,Software Engineer,5,Middle,74000.0,68000.0,English
2798,01/12/2020 20:57:41,34.0,Female,Hildesheim ,QA Engineer,11,Senior,60000.0,60000.0,German
2800,01/12/2020 22:23:17,36.0,Male,Munich,Software Engineer,13,Head,90000.0,80000.0,English
2802,02/12/2020 00:07:14,40.0,Female,Berlin,QA Engineer,16,Middle,65000.0,57000.0,English
2803,02/12/2020 00:27:03,31.0,Male,Berlin,Software Engineer,7,Senior,75000.0,75000.0,English
2806,02/12/2020 08:56:43,36.0,Male,Berlin,Backend Developer,16,Lead,120000.0,120000.0,English
2809,02/12/2020 12:06:42,30.0,Male,Berlin,Backend Developer,4,Middle,58000.0,55000.0,English
2810,02/12/2020 14:20:32,35.0,Male,Berlin,Software Engineer,12,Middle,75000.0,74000.0,English
2811,02/12/2020 14:43:40,30.0,Male,Berlin,Software Engineer,10,Middle,71000.0,65000.0,English
2814,02/12/2020 17:06:36,28.0,Male,Cologne,Software Engineer,5,Middle,50000.0,50000.0,Russian
2815,02/12/2020 17:09:22,42.0,Male,Berlin,Backend Developer,19,Senior,66000.0,65000.0,English
2816,02/12/2020 18:46:00,34.0,Male,Berlin,Backend Developer,14,Senior,95000.0,90000.0,English
2819,02/12/2020 21:42:33,36.0,Female,Berlin,Data Scientist,5,Senior,87000.0,77000.0,English
2820,02/12/2020 21:53:01,31.0,Male,Berlin,Software Engineer,4,Senior,68000.0,64000.0,English
2821,02/12/2020 22:41:04,32.0,Female,Munich,It Consulting ,2,Junior,54000.0,47000.0,German
2822,03/12/2020 08:53:41,32.0,Male,Berlin,Software Engineer,13,Lead,83000.0,80000.0,English
2823,03/12/2020 09:40:36,36.0,Male,Prefer not to say,ML Engineer,6,Senior,110000.0,65000.0,English
2824,03/12/2020 10:59:45,26.0,Male,Munich,Software Engineer,6,Senior,93000.0,80000.0,English
2825,03/12/2020 11:04:39,28.0,Female,Berlin,Data Scientist,4,Middle,73700.0,67000.0,English
2826,03/12/2020 11:52:21,34.0,Male,Munich,Data Scientist,10,Senior,85000.0,62500.0,English
2827,03/12/2020 13:25:21,38.0,Male,Berlin,Data Scientist,10,Senior,87550.0,85000.0,German
2828,03/12/2020 13:58:08,37.0,Male,Berlin,Software Engineer,16,Senior,80000.0,75000.0,English
2829,03/12/2020 21:03:20,31.0,Male,Berlin,Backend Developer,9,Senior,65000.0,65000.0,English
2830,03/12/2020 21:25:35,38.0,Male,Berlin,Backend Developer,15,Middle,40700.0,20000.0,English
2831,03/12/2020 21:59:27,24.0,Male,Moscow,Product Manager,3,Senior,48000.0,36000.0,Русский
2832,03/12/2020 22:07:03,25.0,Male,Hamburg,ML Engineer,2,Middle,60000.0,48000.0,German
2833,04/12/2020 09:21:01,33.0,Female,Berlin,Frontend Developer,13,Middle,47745.0,47745.0,English
2834,04/12/2020 10:37:11,39.0,Female,Berlin,Data Scientist,2.5,Junior,60000.0,60000.0,English
2836,04/12/2020 11:51:26,30.0,Female,Berlin,Software Engineer,7,Senior,60000.0,55000.0,English
2837,04/12/2020 15:56:55,45.0,Male,Stuttgart,CTO,27,Head,90000.0,90000.0,English
2839,04/12/2020 19:00:59,45.0,Male,Munich,Data architect,19,Senior,90000.0,88000.0,English
2841,05/12/2020 00:19:36,35.0,Male,Munich,Software Engineer,14,Senior,98000.0,90000.0,English
2843,05/12/2020 10:09:33,31.0,Male,Berlin,Software Engineer,4,Senior,69000.0,65000.0,English
2845,05/12/2020 12:43:21,25.0,Female,Amsterdam,Data Scientist,1.5,Middle,49850.0,36000.0,English
2847,05/12/2020 13:52:19,37.0,Male,Berlin,Software Engineer,12,Middle,65000.0,65000.0,English
2848,05/12/2020 14:54:17,27.0,Male,Frankfurt,IT Manager,5,Middle,73000.0,65000.0,English
2849,05/12/2020 15:16:24,32.0,Male,Hamburg,ML Engineer,4,Middle,37500.0,34000.0,German
2850,05/12/2020 17:29:17,28.0,Female,Berlin,Backend Developer,3,Middle,65000.0,65000.0,English
2851,05/12/2020 18:10:14,35.0,Male,Fr,Backend Developer,4,Middle,42000.0,42000.0,English
2852,05/12/2020 22:37:41,36.0,Male,Berlin,Staff Engineer,15,Lead,85000.0,80000.0,English
2853,06/12/2020 14:46:17,32.0,Male,Berlin,Designer (UI/UX),5,Senior,70000.0,65000.0,German
2854,06/12/2020 16:31:09,22.0,Male,Frankfurt,Software Engineer,2,Junior,45000.0,37000.0,German
2855,06/12/2020 19:01:46,33.0,Male,Berlin,Head of IT,3,Head,100000.0,65000.0,German
2856,06/12/2020 21:08:57,35.0,Male,Berlin,Backend Developer,13,Senior,68000.0,68000.0,English
2857,06/12/2020 21:17:41,32.0,Female,Berlin,Computational linguist,5,Middle,50400.0,50400.0,English
2860,07/12/2020 06:56:43,30.0,Male,Hamburg,Data Scientist,5,Middle,55000.0,55000.0,English
